month,ecosystem,stack_overflow_tag_anchor,github_repo_group,representative_repo_count,month_index,post_chatgpt,so_dependence_pre,treatment_intensity,active_repos_observed,stackoverflow_questions_month,issues_opened,median_close_days,avg_first_response_hours,backlog_open_end_month,is_synthetic
2022-04-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,15,0,0.48,0.0,88,292,45,9.06,13.47,132,1
2022-05-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,16,0,0.48,0.0,88,310,47,9.13,12.36,141,1
2022-06-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,17,0,0.48,0.0,92,304,52,9.47,14.3,150,1
2022-07-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,18,0,0.48,0.0,94,305,54,9.57,12.69,152,1
2022-08-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,19,0,0.48,0.0,94,307,49,9.73,13.16,148,1
2022-09-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,20,0,0.48,0.0,97,291,51,9.42,14.01,141,1
2022-10-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,21,0,0.48,0.0,89,300,49,10.07,13.6,143,1
2022-11-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,22,0,0.48,0.0,98,292,52,9.33,12.71,141,1
2022-12-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,23,1,0.48,0.48,93,297,56,9.68,14.39,150,1
2023-01-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,24,1,0.48,0.48,97,307,56,10.15,15.65,149,1
2023-02-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,25,1,0.48,0.48,92,296,60,10.88,13.13,161,1
2023-03-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,26,1,0.48,0.48,93,268,59,9.62,14.37,152,1
2023-04-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,27,1,0.48,0.48,90,302,57,10.8,15.35,155,1
2023-05-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,28,1,0.48,0.48,96,284,56,9.94,14.88,156,1
2023-06-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,29,1,0.48,0.48,92,277,56,10.18,15.16,155,1
2023-07-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,30,1,0.48,0.48,85,279,52,10.08,14.23,154,1
2023-08-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,31,1,0.48,0.48,92,273,57,9.68,13.65,157,1
2023-09-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,32,1,0.48,0.48,89,260,56,10.15,13.74,159,1
2023-10-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,33,1,0.48,0.48,87,275,57,10.14,15.43,156,1
2023-11-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,34,1,0.48,0.48,88,262,55,9.7,13.52,162,1
2023-12-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,35,1,0.48,0.48,87,252,57,9.98,13.77,160,1
2024-01-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,36,1,0.48,0.48,86,268,56,10.05,14.82,155,1
2024-02-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,37,1,0.48,0.48,89,256,59,10.76,14.69,157,1
2024-03-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,38,1,0.48,0.48,88,253,57,10.29,14.45,155,1
2024-04-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,39,1,0.48,0.48,91,267,59,9.58,13.92,161,1
2024-05-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,40,1,0.48,0.48,91,251,60,10.05,14.09,161,1
2024-06-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,41,1,0.48,0.48,91,258,61,10.33,14.28,162,1
2024-07-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,42,1,0.48,0.48,95,286,61,9.66,14.49,159,1
2024-08-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,43,1,0.48,0.48,96,267,66,11.14,15.18,172,1
2024-09-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,44,1,0.48,0.48,91,276,62,10.68,13.99,159,1
2024-10-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,45,1,0.48,0.48,101,285,65,10.28,13.07,167,1
2024-11-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,46,1,0.48,0.48,96,275,64,11.22,15.09,170,1
2024-12-01,pytorch,pytorch,pytorch/pytorch | lightning-ai/pytorch-lightning,2,47,1,0.48,0.48,94,280,60,8.73,15.84,164,1
2021-01-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,0,0,0.73,0.0,116,415,56,9.64,14.15,149,1
2021-02-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,1,0,0.73,0.0,123,411,58,10.41,12.72,153,1
2021-03-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,2,0,0.73,0.0,118,411,57,9.12,13.78,152,1
2021-04-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,3,0,0.73,0.0,122,405,58,9.3,13.26,159,1
2021-05-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,4,0,0.73,0.0,123,401,55,8.93,14.02,146,1
2021-06-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,5,0,0.73,0.0,122,419,57,9.22,14.4,153,1
2021-07-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,6,0,0.73,0.0,118,403,52,10.27,13.86,155,1
2021-08-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,7,0,0.73,0.0,123,401,56,9.82,12.75,157,1
2021-09-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,8,0,0.73,0.0,117,398,58,10.47,14.85,144,1
2021-10-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,9,0,0.73,0.0,116,393,56,10.76,12.97,152,1
2021-11-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,10,0,0.73,0.0,117,404,55,10.08,13.67,148,1
2021-12-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,11,0,0.73,0.0,117,387,53,9.9,13.78,149,1
2022-01-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,12,0,0.73,0.0,111,397,54,8.99,12.83,154,1
2022-02-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,13,0,0.73,0.0,116,396,54,9.27,13.47,150,1
2022-03-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,14,0,0.73,0.0,113,373,53,9.99,13.85,135,1
2022-04-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,15,0,0.73,0.0,112,383,53,9.4,14.4,160,1
2022-05-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,16,0,0.73,0.0,111,389,55,9.04,13.53,152,1
2022-06-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,17,0,0.73,0.0,114,366,58,9.94,14.29,159,1
2022-07-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,18,0,0.73,0.0,116,380,55,9.67,13.45,160,1
2022-08-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,19,0,0.73,0.0,113,394,54,9.06,14.37,150,1
2022-09-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,20,0,0.73,0.0,118,384,59,9.77,13.28,158,1
2022-10-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,21,0,0.73,0.0,119,389,58,8.91,13.8,154,1
2022-11-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,22,0,0.73,0.0,122,414,61,9.24,15.18,158,1
2022-12-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,23,1,0.73,0.73,122,384,65,11.78,16.33,157,1
2023-01-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,24,1,0.73,0.73,125,364,65,10.66,16.56,164,1
2023-02-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,25,1,0.73,0.73,122,372,67,10.35,15.66,161,1
2023-03-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,26,1,0.73,0.73,119,365,66,10.49,15.31,166,1
2023-04-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,27,1,0.73,0.73,126,377,68,9.41,15.26,169,1
2023-05-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,28,1,0.73,0.73,124,388,69,10.46,16.27,160,1
2023-06-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,29,1,0.73,0.73,123,375,68,10.92,17.39,161,1
2023-07-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,30,1,0.73,0.73,121,371,68,11.21,15.16,165,1
2023-08-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,31,1,0.73,0.73,120,352,69,10.23,16.03,174,1
2023-09-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,32,1,0.73,0.73,120,361,63,10.63,15.6,164,1
2023-10-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,33,1,0.73,0.73,122,368,66,11.54,16.34,159,1
2023-11-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,34,1,0.73,0.73,119,342,66,10.92,16.45,172,1
2023-12-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,35,1,0.73,0.73,118,346,66,11.11,16.15,159,1
2024-01-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,36,1,0.73,0.73,116,354,64,10.64,15.5,169,1
2024-02-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,37,1,0.73,0.73,117,346,66,11.08,16.13,169,1
2024-03-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,38,1,0.73,0.73,115,355,64,11.12,16.45,162,1
2024-04-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,39,1,0.73,0.73,113,359,70,10.92,16.19,177,1
2024-05-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,40,1,0.73,0.73,117,346,65,10.06,16.43,167,1
2024-06-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,41,1,0.73,0.73,116,358,65,11.08,15.7,169,1
2024-07-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,42,1,0.73,0.73,117,351,67,10.75,17.61,172,1
2024-08-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,43,1,0.73,0.73,118,351,71,10.79,15.48,171,1
2024-09-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,44,1,0.73,0.73,119,346,70,11.38,15.33,167,1
2024-10-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,45,1,0.73,0.73,121,359,72,10.52,15.56,177,1
2024-11-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,46,1,0.73,0.73,117,352,71,10.07,16.2,170,1
2024-12-01,reactjs,reactjs,facebook/react | reduxjs/redux | vercel/next.js,3,47,1,0.73,0.73,126,348,73,10.91,16.3,185,1
2021-01-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,0,0,0.34,0.0,83,263,45,9.32,11.58,144,1
2021-02-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,1,0,0.34,0.0,85,282,50,8.83,11.69,141,1
2021-03-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,2,0,0.34,0.0,85,259,44,8.58,12.72,134,1
2021-04-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,3,0,0.34,0.0,84,244,46,8.86,11.49,128,1
2021-05-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,4,0,0.34,0.0,80,255,42,8.36,13.33,129,1
2021-06-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,5,0,0.34,0.0,81,258,44,9.72,11.83,133,1
2021-07-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,6,0,0.34,0.0,81,276,42,8.57,14.18,135,1
2021-08-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,7,0,0.34,0.0,81,257,43,8.0,12.46,139,1
2021-09-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,8,0,0.34,0.0,81,234,45,9.33,12.54,138,1
2021-10-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,9,0,0.34,0.0,84,265,42,9.28,13.92,150,1
2021-11-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,10,0,0.34,0.0,81,254,45,8.69,12.57,142,1
2021-12-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,11,0,0.34,0.0,81,246,42,8.88,10.94,142,1
2022-01-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,12,0,0.34,0.0,83,260,44,8.49,11.91,142,1
2022-02-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,13,0,0.34,0.0,84,263,46,8.9,12.31,133,1
2022-03-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,14,0,0.34,0.0,85,257,49,8.76,11.83,152,1
2022-04-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,15,0,0.34,0.0,84,257,46,9.47,13.62,145,1
2022-05-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,16,0,0.34,0.0,82,259,48,8.84,11.61,141,1
2022-06-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,17,0,0.34,0.0,92,261,50,8.93,12.86,147,1
2022-07-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,18,0,0.34,0.0,91,242,50,8.74,13.03,143,1
2022-08-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,19,0,0.34,0.0,93,252,56,9.88,12.31,155,1
2022-09-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,20,0,0.34,0.0,100,263,54,9.35,13.3,141,1
2022-10-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,21,0,0.34,0.0,94,258,54,9.72,13.79,144,1
2022-11-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,22,0,0.34,0.0,87,275,52,8.33,12.38,144,1
2022-12-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,23,1,0.34,0.34,92,243,59,9.9,12.61,163,1
2023-01-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,24,1,0.34,0.34,94,260,51,9.52,12.64,148,1
2023-02-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,25,1,0.34,0.34,88,242,56,9.92,13.18,146,1
2023-03-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,26,1,0.34,0.34,86,245,53,8.84,12.99,152,1
2023-04-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,27,1,0.34,0.34,90,230,55,10.14,14.4,157,1
2023-05-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,28,1,0.34,0.34,84,251,52,9.37,13.89,154,1
2023-06-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,29,1,0.34,0.34,84,229,51,9.33,13.43,153,1
2023-07-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,30,1,0.34,0.34,85,231,49,9.27,13.89,156,1
2023-08-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,31,1,0.34,0.34,82,229,52,10.51,14.58,157,1
2023-09-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,32,1,0.34,0.34,88,213,50,10.04,12.87,161,1
2023-10-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,33,1,0.34,0.34,81,224,50,9.66,13.12,150,1
2023-11-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,34,1,0.34,0.34,89,228,55,10.43,13.87,152,1
2023-12-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,35,1,0.34,0.34,84,212,52,9.69,13.02,163,1
2024-01-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,36,1,0.34,0.34,87,231,55,9.52,14.07,150,1
2024-02-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,37,1,0.34,0.34,89,208,54,10.07,14.17,160,1
2024-03-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,38,1,0.34,0.34,88,216,59,10.36,13.92,156,1
2024-04-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,39,1,0.34,0.34,87,252,56,9.82,13.76,159,1
2024-05-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,40,1,0.34,0.34,93,236,60,9.96,14.38,162,1
2024-06-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,41,1,0.34,0.34,87,239,57,10.5,15.51,153,1
2024-07-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,42,1,0.34,0.34,92,235,63,9.23,13.19,160,1
2024-08-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,43,1,0.34,0.34,94,255,59,10.68,12.62,155,1
2024-09-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,44,1,0.34,0.34,92,246,61,10.79,13.84,151,1
2024-10-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,45,1,0.34,0.34,91,240,58,10.37,14.3,156,1
2024-11-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,46,1,0.34,0.34,94,235,60,9.65,12.76,158,1
2024-12-01,rust,rust,rust-lang/rust | tokio-rs/tokio,2,47,1,0.34,0.34,89,238,57,10.26,12.83,162,1
2021-01-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,0,0,0.62,0.0,102,370,48,10.2,14.18,145,1
2021-02-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,1,0,0.62,0.0,100,366,50,9.01,13.78,152,1
2021-03-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,2,0,0.62,0.0,102,372,54,9.28,13.46,155,1
2021-04-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,3,0,0.62,0.0,106,366,49,8.85,13.8,147,1
2021-05-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,4,0,0.62,0.0,100,371,50,9.5,12.54,150,1
2021-06-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,5,0,0.62,0.0,98,369,52,8.56,14.67,154,1
2021-07-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,6,0,0.62,0.0,99,359,50,9.21,13.18,144,1
2021-08-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,7,0,0.62,0.0,100,354,54,9.86,13.48,163,1
2021-09-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,8,0,0.62,0.0,97,368,53,9.59,14.34,156,1
2021-10-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,9,0,0.62,0.0,97,341,53,8.91,13.81,141,1
2021-11-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,10,0,0.62,0.0,93,354,45,8.72,13.39,141,1
2021-12-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,11,0,0.62,0.0,97,335,51,9.99,13.16,151,1
2022-01-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,12,0,0.62,0.0,94,338,50,9.43,13.79,147,1
2022-02-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,13,0,0.62,0.0,89,367,48,10.15,13.67,148,1
2022-03-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,14,0,0.62,0.0,88,356,53,10.47,12.87,152,1
2022-04-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,15,0,0.62,0.0,95,344,53,11.16,13.96,135,1
2022-05-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,16,0,0.62,0.0,98,345,48,9.96,13.71,148,1
2022-06-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,17,0,0.62,0.0,95,335,50,9.51,13.9,149,1
2022-07-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,18,0,0.62,0.0,98,360,51,9.55,15.05,151,1
2022-08-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,19,0,0.62,0.0,99,353,56,10.43,13.72,151,1
2022-09-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,20,0,0.62,0.0,99,352,53,9.35,13.32,145,1
2022-10-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,21,0,0.62,0.0,105,351,59,9.42,13.16,156,1
2022-11-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,22,0,0.62,0.0,101,350,58,9.68,13.31,157,1
2022-12-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,23,1,0.62,0.62,103,332,61,9.47,15.48,161,1
2023-01-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,24,1,0.62,0.62,105,330,61,10.95,16.57,156,1
2023-02-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,25,1,0.62,0.62,99,347,58,10.83,14.46,156,1
2023-03-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,26,1,0.62,0.62,103,361,63,9.84,14.83,167,1
2023-04-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,27,1,0.62,0.62,100,344,61,10.2,15.87,154,1
2023-05-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,28,1,0.62,0.62,104,342,59,9.88,15.05,159,1
2023-06-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,29,1,0.62,0.62,101,345,64,9.67,15.63,166,1
2023-07-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,30,1,0.62,0.62,104,319,61,9.63,14.27,159,1
2023-08-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,31,1,0.62,0.62,101,314,59,10.7,14.65,155,1
2023-09-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,32,1,0.62,0.62,99,335,64,9.32,15.64,160,1
2023-10-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,33,1,0.62,0.62,99,323,61,10.07,14.49,163,1
2023-11-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,34,1,0.62,0.62,98,315,58,10.49,16.21,167,1
2023-12-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,35,1,0.62,0.62,95,313,62,10.7,16.61,159,1
2024-01-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,36,1,0.62,0.62,98,316,60,10.91,16.07,161,1
2024-02-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,37,1,0.62,0.62,93,307,62,9.94,16.47,163,1
2024-03-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,38,1,0.62,0.62,95,304,58,10.52,16.69,165,1
2024-04-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,39,1,0.62,0.62,97,301,62,10.72,15.62,162,1
2024-05-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,40,1,0.62,0.62,99,304,61,9.99,14.78,159,1
2024-06-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,41,1,0.62,0.62,99,314,63,10.6,14.91,162,1
2024-07-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,42,1,0.62,0.62,104,310,66,10.84,14.63,176,1
2024-08-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,43,1,0.62,0.62,104,331,67,10.91,16.33,165,1
2024-09-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,44,1,0.62,0.62,102,327,69,10.42,16.6,163,1
2024-10-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,45,1,0.62,0.62,107,330,68,10.18,15.77,166,1
2024-11-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,46,1,0.62,0.62,106,329,67,10.29,15.01,166,1
2024-12-01,tensorflow,tensorflow,tensorflow/tensorflow | keras-team/keras,2,47,1,0.62,0.62,110,339,70,11.52,15.12,175,1
