month,ecosystem,stack_overflow_tag_anchor,github_repo_group,representative_repo_count,month_index,post_chatgpt,so_dependence_pre,treatment_intensity,active_repos_observed,stackoverflow_questions_month,issues_opened,median_close_days,avg_first_response_hours,backlog_open_end_month,is_synthetic,exposure_bucket,months_since_chatgpt,post_period_label,high_exposure,issues_per_active_repo,backlog_per_active_repo,questions_per_active_repo,avg_first_response_days,log_issues_opened,log_backlog_open_end_month,issue_burden_index,year,calendar_month,quarter,repo_scale,post_trend_months,season_sin,season_cos,lag_issues_opened,lag_backlog_open_end_month,lag_avg_first_response_hours,delta_issues_opened,delta_backlog_open_end_month,delta_avg_first_response_hours,log1p_issues_opened,log1p_backlog_open_end_month,active_repos_z,questions_per_active_repo_z,repo_scale_z
2021-08-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,7,0,0.76,0.0,161,417,69,10.04,13.22,157,1,high,-16,pre,1,0.4285714285714285,0.9751552795031057,2.590062111801242,0.5508333333333334,4.248495242049359,5.062595033026967,-0.3855209086711234,2021,8,3,5.087596335232384,0,-0.8660254037844384,-0.5000000000000004,62.0,146.0,13.94,7.0,11.0,-0.7199999999999989,4.248495242049359,5.062595033026967,2.02519120152596,-0.8541849050776477,1.8591710014717269
2021-09-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,8,0,0.76,0.0,154,400,67,9.82,15.45,158,1,high,-15,pre,1,0.435064935064935,1.025974025974026,2.5974025974025974,0.6437499999999999,4.219507705176107,5.0689042022202315,-0.0620155354077013,2021,9,3,5.043425116919247,0,-1.0,-1.8369701987210297e-16,69.0,157.0,13.22,-2.0,1.0,2.2299999999999986,4.219507705176107,5.0689042022202315,1.7319034503432769,-0.8397972884182577,1.6403182004663481
2021-10-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,9,0,0.76,0.0,157,406,68,10.44,16.18,149,1,high,-14,pre,1,0.4331210191082802,0.9490445859872612,2.5859872611464967,0.6741666666666667,4.23410650459726,5.0106352940962555,0.2241996441342014,2021,10,4,5.062595033026967,0,-0.8660254037844386,0.5000000000000001,67.0,158.0,15.45,1.0,-9.0,0.7300000000000004,4.23410650459726,5.0106352940962555,1.857598200850141,-0.862171759401552,1.7352983707091265
2021-11-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,10,0,0.76,0.0,157,403,62,8.66,12.66,160,1,high,-13,pre,1,0.3949044585987261,1.019108280254777,2.56687898089172,0.5275,4.143134726391533,5.081404364984463,-1.0993156432272926,2021,11,4,5.062595033026967,0,-0.5000000000000004,0.8660254037844384,68.0,149.0,16.18,-6.0,11.0,-3.5199999999999996,4.143134726391533,5.081404364984463,1.857598200850141,-0.8996246782214131,1.7352983707091265
2021-12-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,11,0,0.76,0.0,161,406,63,9.1,13.93,154,1,high,-12,pre,1,0.391304347826087,0.9565217391304348,2.5217391304347827,0.5804166666666667,4.1588830833596715,5.043425116919247,-0.7596747912000432,2021,12,4,5.087596335232384,0,-2.4492935982947064e-16,1.0,62.0,160.0,12.66,1.0,-6.0,1.2699999999999996,4.1588830833596715,5.043425116919247,2.02519120152596,-0.9881004139842746,1.8591710014717269
2022-01-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,12,0,0.76,0.0,153,420,62,9.07,13.55,161,1,high,-11,pre,1,0.4052287581699346,1.0522875816993464,2.7450980392156863,0.5645833333333333,4.143134726391533,5.087596335232384,-0.7714180999445621,2022,1,1,5.0369526024136295,0,0.49999999999999994,0.8660254037844387,63.0,154.0,13.93,-1.0,7.0,-0.379999999999999,4.143134726391533,5.087596335232384,1.6900052001743222,-0.5503088928884555,1.6082491749063037
2022-02-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,13,0,0.76,0.0,153,418,62,9.03,14.28,160,1,high,-10,pre,1,0.4052287581699346,1.0457516339869282,2.7320261437908497,0.595,4.143134726391533,5.081404364984463,-0.6590228155835671,2022,2,1,5.0369526024136295,0,0.8660254037844386,0.5000000000000001,62.0,161.0,13.55,0.0,-1.0,0.7299999999999986,4.143134726391533,5.081404364984463,1.6900052001743222,-0.575930279619254,1.6082491749063037
2022-03-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,14,0,0.76,0.0,153,377,60,9.77,14.26,156,1,high,-9,pre,1,0.392156862745098,1.0196078431372548,2.4640522875816995,0.5941666666666666,4.110873864173311,5.056245805348308,-0.5070039928244973,2022,3,1,5.0369526024136295,0,1.0,6.123233995736766e-17,62.0,160.0,14.28,-2.0,-4.0,-0.019999999999999574,4.110873864173311,5.056245805348308,1.6900052001743222,-1.101168707600625,1.6082491749063037
2022-04-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,15,0,0.76,0.0,150,377,58,9.65,14.32,156,1,high,-8,pre,1,0.3866666666666666,1.04,2.513333333333333,0.5966666666666667,4.07753744390572,5.056245805348308,-0.573914839908553,2022,4,2,5.017279836814924,0,0.8660254037844387,-0.49999999999999983,60.0,156.0,14.26,-2.0,0.0,0.0600000000000005,4.07753744390572,5.056245805348308,1.564310449667458,-1.0045760796255148,1.510777562865247
2022-05-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,16,0,0.76,0.0,152,390,63,9.4,13.64,147,1,high,-7,pre,1,0.4144736842105263,0.9671052631578948,2.5657894736842106,0.5683333333333334,4.1588830833596715,4.997212273764115,-0.7037214926224126,2022,5,2,5.030437921392435,0,0.49999999999999994,-0.8660254037844387,58.0,156.0,14.32,5.0,-9.0,-0.6799999999999997,4.1588830833596715,4.997212273764115,1.6481069500053673,-0.9017601516628965,1.575971229139956
2022-06-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,17,0,0.76,0.0,151,407,58,9.75,14.1,148,1,high,-6,pre,1,0.3841059602649007,0.9801324503311258,2.695364238410596,0.5875,4.07753744390572,5.003946305945459,-0.6413360233544594,2022,6,2,5.0238805208462765,0,1.2246467991473532e-16,-1.0,63.0,147.0,13.64,-5.0,1.0,0.4599999999999991,4.07753744390572,5.003946305945459,1.6062086998364127,-0.6477889371059645,1.5434816232009174
2022-07-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,18,0,0.76,0.0,152,375,62,10.51,14.44,157,1,high,-5,pre,1,0.4078947368421052,1.0328947368421053,2.4671052631578947,0.6016666666666667,4.143134726391533,5.062595033026967,-0.1608069846120797,2022,7,3,5.030437921392435,0,-0.4999999999999998,-0.8660254037844388,58.0,148.0,14.1,4.0,9.0,0.33999999999999986,4.143134726391533,5.062595033026967,1.6481069500053673,-1.0951847653049454,1.575971229139956
2022-08-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,19,0,0.76,0.0,152,392,66,9.75,14.72,159,1,high,-4,pre,1,0.4342105263157895,1.0460526315789471,2.5789473684210527,0.6133333333333334,4.204692619390966,5.075173815233827,-0.2262157409493904,2022,8,3,5.030437921392435,0,-0.8660254037844384,-0.5000000000000004,62.0,157.0,14.44,4.0,2.0,0.28000000000000114,4.204692619390966,5.075173815233827,1.6481069500053673,-0.8759702031772901,1.575971229139956
2022-09-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,20,0,0.76,0.0,154,380,62,10.29,14.75,160,1,high,-3,pre,1,0.4025974025974026,1.0389610389610389,2.4675324675324677,0.6145833333333334,4.143134726391533,5.081404364984463,-0.1703296746495271,2022,9,3,5.043425116919247,0,-1.0,-1.8369701987210297e-16,66.0,159.0,14.72,-4.0,1.0,0.02999999999999936,4.143134726391533,5.081404364984463,1.7319034503432769,-1.0943474293151525,1.6403182004663481
2022-10-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,21,0,0.76,0.0,155,407,66,9.28,14.59,162,1,high,-2,pre,1,0.4258064516129032,1.0451612903225806,2.6258064516129034,0.6079166666666667,4.204692619390966,5.093750200806762,-0.4037560763978146,2022,10,4,5.049856007249537,0,-0.8660254037844386,0.5000000000000001,62.0,160.0,14.75,4.0,2.0,-0.16000000000000014,4.204692619390966,5.093750200806762,1.7738017005122315,-0.7841247092156461,1.6721809929246638
2022-11-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,22,0,0.76,0.0,157,410,67,9.87,13.95,163,1,high,-1,pre,1,0.4267515923566879,1.038216560509554,2.611464968152866,0.5812499999999999,4.219507705176107,5.099866427824199,-0.3046480630578398,2022,11,4,5.062595033026967,0,-0.5000000000000004,0.8660254037844384,66.0,162.0,14.59,1.0,1.0,-0.6400000000000006,4.219507705176107,5.099866427824199,1.857598200850141,-0.8122345343084031,1.7352983707091265
2022-12-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,23,1,0.76,0.76,158,373,73,10.98,17.37,169,1,high,0,post,1,0.4620253164556962,1.0696202531645569,2.3607594936708862,0.72375,4.30406509320417,5.135798437050262,0.8845515356607441,2022,12,4,5.0689042022202315,0,-2.4492935982947064e-16,1.0,67.0,163.0,13.95,6.0,6.0,3.4200000000000017,4.30406509320417,5.135798437050262,1.8994964510190957,-1.303626310976587,1.766558077882568
2023-01-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,24,1,0.76,0.76,160,374,72,10.75,15.28,170,1,high,1,post,1,0.45,1.0625,2.3375,0.6366666666666666,4.290459441148391,5.14166355650266,0.3949370367739583,2023,1,1,5.081404364984463,1,0.49999999999999994,0.8660254037844387,73.0,169.0,17.37,-1.0,1.0,-2.0900000000000016,4.290459441148391,5.14166355650266,1.9832929513570052,-1.3492157578881692,1.828491973719025
2023-02-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,25,1,0.76,0.76,159,386,76,10.85,16.43,179,1,high,2,post,1,0.4779874213836478,1.1257861635220126,2.4276729559748427,0.6845833333333333,4.343805421853684,5.19295685089021,0.8174784824875616,2023,2,1,5.075173815233827,2,0.8660254037844386,0.5000000000000001,72.0,170.0,15.28,4.0,9.0,1.1500000000000004,4.343805421853684,5.19295685089021,1.9413947011880504,-1.172473510294829,1.7976217981430747
2023-03-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,26,1,0.76,0.76,162,380,71,10.33,15.49,166,1,high,3,post,1,0.4382716049382716,1.0246913580246917,2.345679012345679,0.6454166666666666,4.276666119016055,5.117993812416755,0.2284455767619773,2023,3,1,5.093750200806762,3,1.0,6.123233995736766e-17,76.0,179.0,16.43,-5.0,-13.0,-0.9399999999999995,4.276666119016055,5.117993812416755,2.0670894516949145,-1.3331845985517452,1.8896612340121954
2023-04-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,27,1,0.76,0.76,161,399,74,11.02,16.69,165,1,high,4,post,1,0.4596273291925465,1.0248447204968945,2.4782608695652173,0.6954166666666667,4.31748811353631,5.111987788356544,0.7591697647241018,2023,4,2,5.087596335232384,4,0.8660254037844387,-0.49999999999999983,71.0,166.0,15.49,3.0,-1.0,1.200000000000001,4.31748811353631,5.111987788356544,2.02519120152596,-1.0733193741975833,1.8591710014717269
2023-05-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,28,1,0.76,0.76,165,379,74,10.81,16.38,172,1,high,5,post,1,0.4484848484848485,1.0424242424242425,2.296969696969697,0.6825,4.31748811353631,5.153291594497779,0.6523746762526574,2023,5,2,5.111987788356544,5,0.49999999999999994,-0.8660254037844387,74.0,165.0,16.69,0.0,7.0,-0.3100000000000023,4.31748811353631,5.153291594497779,2.192784202201779,-1.4286566143597417,1.9800220452208692
2023-06-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,29,1,0.76,0.76,167,394,75,10.96,15.36,176,1,high,6,post,1,0.4491017964071856,1.0538922155688624,2.3592814371257487,0.64,4.330733340286331,5.176149732573829,0.5579288325791028,2023,6,2,5.123963979403259,6,1.2246467991473532e-16,-1.0,74.0,172.0,16.38,1.0,4.0,-1.0199999999999996,4.330733340286331,5.176149732573829,2.2765807025396883,-1.3065233551405884,2.0393598460795253
2023-07-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,30,1,0.76,0.76,161,376,79,11.38,15.78,161,1,high,7,post,1,0.4906832298136646,1.0,2.3354037267080745,0.6575,4.382026634673881,5.087596335232384,0.8348589451621602,2023,7,3,5.087596335232384,7,-0.4999999999999998,-0.8660254037844388,75.0,176.0,15.36,4.0,-15.0,0.41999999999999993,4.382026634673881,5.087596335232384,2.02519120152596,-1.3533245291841678,1.8591710014717269
2023-08-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,31,1,0.76,0.76,162,363,74,10.37,15.94,167,1,high,8,post,1,0.4567901234567901,1.030864197530864,2.240740740740741,0.6641666666666667,4.31748811353631,5.123963979403259,0.4178212065466604,2023,8,3,5.093750200806762,8,-0.8660254037844384,-0.5000000000000004,79.0,161.0,15.78,-5.0,6.0,0.16000000000000014,4.31748811353631,5.123963979403259,2.0670894516949145,-1.5388673975851006,1.8896612340121954
2023-09-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,32,1,0.76,0.76,162,376,74,10.83,16.09,177,1,high,9,post,1,0.4567901234567901,1.0925925925925926,2.3209876543209877,0.6704166666666667,4.31748811353631,5.181783550292085,0.6569168063199806,2023,9,3,5.093750200806762,9,-1.0,-1.8369701987210297e-16,74.0,167.0,15.94,0.0,10.0,0.15000000000000036,4.31748811353631,5.181783550292085,2.0670894516949145,-1.3815805512654762,1.8896612340121954
2023-10-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,33,1,0.76,0.76,161,370,77,10.45,16.48,173,1,high,10,post,1,0.4782608695652174,1.0745341614906831,2.298136645962733,0.6866666666666666,4.356708826689592,5.159055299214529,0.6742229953719376,2023,10,4,5.087596335232384,10,-0.8660254037844386,0.5000000000000001,74.0,177.0,16.09,3.0,-4.0,0.39000000000000057,4.356708826689592,5.159055299214529,2.02519120152596,-1.426369352224146,1.8591710014717269
2023-11-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,34,1,0.76,0.76,158,387,75,11.82,16.14,170,1,high,11,post,1,0.4746835443037974,1.0759493670886076,2.449367088607595,0.6725,4.330733340286331,5.14166355650266,1.0013675308402157,2023,11,4,5.0689042022202315,11,-0.5000000000000004,0.8660254037844384,77.0,173.0,16.48,-2.0,-3.0,-0.33999999999999986,4.330733340286331,5.14166355650266,1.8994964510190957,-1.1299522275038953,1.766558077882568
2023-12-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,35,1,0.76,0.76,157,391,70,10.8,15.96,168,1,high,12,post,1,0.445859872611465,1.070063694267516,2.4904458598726116,0.665,4.2626798770413155,5.1298987149230735,0.4826235381045256,2023,12,4,5.062595033026967,12,-2.4492935982947064e-16,1.0,75.0,170.0,16.14,-5.0,-2.0,-0.17999999999999972,4.2626798770413155,5.1298987149230735,1.857598200850141,-1.0494363535008595,1.7352983707091265
2024-01-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,36,1,0.76,0.76,155,357,76,10.95,14.07,175,1,high,13,post,1,0.4903225806451612,1.1290322580645162,2.303225806451613,0.58625,4.343805421853684,5.170483995038151,0.4265772679390898,2024,1,1,5.049856007249537,13,0.49999999999999994,0.8660254037844387,70.0,168.0,15.96,6.0,7.0,-1.8900000000000006,4.343805421853684,5.170483995038151,1.7738017005122315,-1.4163944140240632,1.6721809929246638
2024-02-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,37,1,0.76,0.76,152,355,73,11.17,17.55,173,1,high,14,post,1,0.4802631578947368,1.138157894736842,2.335526315789474,0.7312500000000001,4.30406509320417,5.159055299214529,1.0479494770807172,2024,2,1,5.030437921392435,14,0.8660254037844386,0.5000000000000001,76.0,175.0,14.07,-3.0,-2.0,3.4800000000000004,4.30406509320417,5.159055299214529,1.6481069500053673,-1.3530842501610094,1.575971229139956
2024-03-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,38,1,0.76,0.76,155,353,73,10.17,16.05,168,1,high,15,post,1,0.4709677419354838,1.0838709677419356,2.2774193548387096,0.6687500000000001,4.30406509320417,5.1298987149230735,0.3962807137082574,2024,3,1,5.049856007249537,15,1.0,6.123233995736766e-17,73.0,173.0,17.55,0.0,-5.0,-1.5,4.30406509320417,5.1298987149230735,1.7738017005122315,-1.4669759904087367,1.6721809929246638
2024-04-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,39,1,0.76,0.76,151,360,70,10.1,15.59,167,1,high,16,post,1,0.4635761589403973,1.1059602649006623,2.384105960264901,0.6495833333333333,4.2626798770413155,5.123963979403259,0.2237515019701113,2024,4,2,5.0238805208462765,16,0.8660254037844387,-0.49999999999999983,73.0,168.0,16.05,-3.0,-1.0,-0.46000000000000085,4.2626798770413155,5.123963979403259,1.6062086998364127,-1.2578663939972639,1.5434816232009174
2024-05-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,40,1,0.76,0.76,155,363,74,10.83,16.59,169,1,high,17,post,1,0.4774193548387097,1.0903225806451613,2.3419354838709676,0.69125,4.31748811353631,5.135798437050262,0.7450462294102219,2024,5,2,5.049856007249537,17,0.49999999999999994,-0.8660254037844387,70.0,167.0,15.59,4.0,2.0,1.0,4.31748811353631,5.135798437050262,1.7738017005122315,-1.3405220494470536,1.6721809929246638
2024-06-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,41,1,0.76,0.76,153,352,71,11.42,17.06,168,1,high,18,post,1,0.4640522875816993,1.0980392156862746,2.3006535947712417,0.7108333333333333,4.276666119016055,5.1298987149230735,0.9412698247048202,2024,6,2,5.0369526024136295,18,1.2246467991473532e-16,-1.0,74.0,169.0,16.59,-3.0,-1.0,0.46999999999999886,4.276666119016055,5.1298987149230735,1.6900052001743222,-1.4214360417356078,1.6082491749063037
2024-07-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,42,1,0.76,0.76,153,361,73,10.18,16.74,175,1,high,19,post,1,0.477124183006536,1.1437908496732023,2.3594771241830066,0.6974999999999999,4.30406509320417,5.170483995038151,0.584583060206546,2024,7,3,5.0369526024136295,19,-0.4999999999999998,-0.8660254037844388,71.0,168.0,17.06,2.0,7.0,-0.3200000000000003,4.30406509320417,5.170483995038151,1.6900052001743222,-1.3061398014470138,1.6082491749063037
2024-08-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,43,1,0.76,0.76,159,366,75,10.64,15.02,171,1,high,20,post,1,0.4716981132075472,1.0754716981132075,2.30188679245283,0.6258333333333334,4.330733340286331,5.147494476813453,0.4138921684631088,2024,8,3,5.075173815233827,20,-0.8660254037844384,-0.5000000000000004,73.0,175.0,16.74,2.0,-4.0,-1.7199999999999989,4.330733340286331,5.147494476813453,1.9413947011880504,-1.4190189297798719,1.7976217981430747
2024-09-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,44,1,0.76,0.76,153,346,74,11.31,16.91,178,1,high,21,post,1,0.4836601307189542,1.1633986928104576,2.261437908496732,0.7045833333333333,4.31748811353631,5.187385805840755,1.0328134957606532,2024,9,3,5.0369526024136295,21,-1.0,-1.8369701987210297e-16,75.0,171.0,15.02,-1.0,7.0,1.8900000000000006,4.31748811353631,5.187385805840755,1.6900052001743222,-1.4983002019280034,1.6082491749063037
2024-10-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,45,1,0.76,0.76,163,365,78,10.82,16.78,169,1,high,22,post,1,0.4785276073619632,1.0368098159509205,2.2392638036809815,0.6991666666666667,4.3694478524670215,5.135798437050262,0.8406646269361673,2024,10,4,5.099866427824199,22,-0.8660254037844386,0.5000000000000001,74.0,178.0,16.91,4.0,-9.0,-0.129999999999999,4.3694478524670215,5.135798437050262,2.108987701863869,-1.541762247517364,1.9199649807837134
2024-11-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,46,1,0.76,0.76,158,367,75,10.84,15.67,182,1,high,23,post,1,0.4746835443037974,1.1518987341772151,2.3227848101265822,0.6529166666666667,4.330733340286331,5.209486152841421,0.6734724921378533,2024,11,4,5.0689042022202315,23,-0.5000000000000004,0.8660254037844384,78.0,169.0,16.78,-3.0,13.0,-1.1100000000000012,4.330733340286331,5.209486152841421,1.8994964510190957,-1.3780580610363125,1.766558077882568
2024-12-01,javascript,javascript,nodejs/node | expressjs/express | webpack/webpack,3,47,1,0.76,0.76,157,354,80,10.01,15.83,177,1,high,24,post,1,0.5095541401273885,1.127388535031847,2.254777070063694,0.6595833333333333,4.394449154672439,5.181783550292085,0.5552534317005697,2024,12,4,5.062595033026967,24,-2.4492935982947064e-16,1.0,75.0,182.0,15.67,5.0,-5.0,0.16000000000000014,4.394449154672439,5.181783550292085,1.857598200850141,-1.5113556856124866,1.7352983707091265
2021-01-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,0,0,0.41,0.0,115,307,54,9.25,11.85,157,1,low,-23,pre,0,0.4695652173913043,1.3652173913043475,2.6695652173913045,0.4937499999999999,4.007333185232471,5.062595033026967,-0.9420908994167212,2021,1,1,4.7535901911063645,0,0.49999999999999994,0.8660254037844387,54.0,157.0,11.85,0.0,0.0,0.0,4.007333185232471,5.062595033026967,0.09787169375404267,-0.6983559492590262,0.2042884108041839
2021-02-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,1,0,0.41,0.0,113,281,51,9.95,12.72,134,1,low,-22,pre,0,0.4513274336283185,1.1858407079646018,2.4867256637168142,0.53,3.951243718581427,4.90527477843843,-0.8258967608670766,2021,2,1,4.736198448394496,0,0.8660254037844386,0.5000000000000001,54.0,157.0,11.85,-3.0,-23.0,0.870000000000001,3.9512437185814275,4.90527477843843,0.014075193416133227,-1.0567280722091512,0.11811846231251247
2021-03-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,2,0,0.41,0.0,118,292,50,9.35,11.71,134,1,low,-21,pre,0,0.423728813559322,1.1355932203389831,2.4745762711864407,0.4879166666666667,3.9318256327243257,4.90527477843843,-1.2841560191778505,2021,3,1,4.77912349311153,0,1.0,6.123233995736766e-17,51.0,134.0,12.72,-1.0,0.0,-1.0099999999999998,3.9318256327243257,4.90527477843843,0.22356644426090683,-1.080541319978372,0.3307969128593495
2021-04-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,3,0,0.41,0.0,112,288,49,9.54,12.49,145,1,low,-20,pre,0,0.4375,1.2946428571428572,2.5714285714285716,0.5204166666666666,3.912023005428146,4.983606621708336,-0.9508024390755376,2021,4,2,4.727387818712341,0,0.8660254037844387,-0.49999999999999983,50.0,134.0,11.71,-1.0,11.0,0.7799999999999994,3.912023005428146,4.983606621708336,-0.027823056752821495,-0.8907073165976364,0.07446490105252684
2021-05-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,4,0,0.41,0.0,112,286,52,9.67,13.48,142,1,low,-19,pre,0,0.4642857142857143,1.2678571428571428,2.5535714285714284,0.5616666666666666,3.970291913552122,4.962844630259907,-0.6676104677356784,2021,5,2,4.727387818712341,0,0.49999999999999994,-0.8660254037844387,49.0,145.0,12.49,3.0,-3.0,0.9900000000000002,3.970291913552122,4.962844630259907,-0.027823056752821495,-0.9257079609709602,0.07446490105252684
2021-06-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,5,0,0.41,0.0,112,299,50,9.34,13.04,143,1,low,-18,pre,0,0.4464285714285714,1.2767857142857142,2.669642857142857,0.5433333333333333,3.9318256327243257,4.969813299576001,-0.9048882204661876,2021,6,2,4.727387818712341,0,1.2246467991473532e-16,-1.0,52.0,142.0,13.48,-2.0,1.0,-0.4400000000000013,3.9318256327243257,4.969813299576001,-0.027823056752821495,-0.6982037725443597,0.07446490105252684
2021-07-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,6,0,0.41,0.0,106,278,50,9.43,12.51,138,1,low,-17,pre,0,0.4716981132075472,1.30188679245283,2.6226415094339623,0.52125,3.9318256327243257,4.9344739331306915,-0.946152291940899,2021,7,3,4.672828834461906,0,-0.4999999999999998,-0.8660254037844388,50.0,143.0,13.04,0.0,-5.0,-0.5299999999999994,3.9318256327243257,4.9344739331306915,-0.27921255776654985,-0.790328110093012,-0.19585561486733613
2021-08-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,7,0,0.41,0.0,105,290,52,8.44,12.76,140,1,low,-16,pre,0,0.4952380952380952,1.3333333333333333,2.761904761904762,0.5316666666666666,3.970291913552122,4.948759890378168,-1.132702594702694,2021,8,3,4.663439094112067,0,-0.8660254037844384,-0.5000000000000004,50.0,138.0,12.51,2.0,2.0,0.25,3.970291913552122,4.948759890378168,-0.32111080793550456,-0.5173671099488575,-0.2423784651475218
2021-09-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,8,0,0.41,0.0,111,267,49,8.82,11.56,147,1,low,-15,pre,0,0.4414414414414414,1.3243243243243243,2.4054054054054053,0.4816666666666667,3.912023005428146,4.997212273764115,-1.323705197587509,2021,9,3,4.718498871295094,0,-1.0,-1.8369701987210297e-16,52.0,140.0,12.76,-3.0,7.0,-1.1999999999999993,3.912023005428146,4.997212273764115,-0.06972130692177622,-1.2161187129333975,0.030423303049435517
2021-10-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,9,0,0.41,0.0,104,289,49,9.97,13.64,139,1,low,-14,pre,0,0.4711538461538461,1.3365384615384617,2.7788461538461537,0.5683333333333334,3.912023005428146,4.941642422609304,-0.5606058953887666,2021,10,4,4.653960350157523,0,-0.8660254037844386,0.5000000000000001,49.0,147.0,11.56,0.0,-8.0,2.08,3.912023005428146,4.941642422609304,-0.36300905810445927,-0.4841613704151921,-0.2893422968842562
2021-11-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,10,0,0.41,0.0,107,284,51,9.31,12.82,151,1,low,-13,pre,0,0.4766355140186916,1.411214953271028,2.6542056074766354,0.5341666666666667,3.951243718581427,5.0238805208462765,-0.7896327404421287,2021,11,4,4.68213122712422,0,-0.5000000000000004,0.8660254037844384,49.0,139.0,13.64,2.0,12.0,-0.8200000000000003,3.9512437185814275,5.0238805208462765,-0.23731430759759511,-0.728461338941859,-0.14976554155835853
2021-12-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,11,0,0.41,0.0,103,270,50,10.46,13.76,138,1,low,-12,pre,0,0.4854368932038835,1.3398058252427183,2.621359223300971,0.5733333333333334,3.9318256327243257,4.9344739331306915,-0.3463800264927538,2021,12,4,4.6443908991413725,0,-2.4492935982947064e-16,1.0,51.0,151.0,12.82,-1.0,-13.0,0.9399999999999995,3.9318256327243257,4.9344739331306915,-0.404907308273414,-0.7928414371848496,-0.33675555010542585
2022-01-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,12,0,0.41,0.0,108,279,47,9.71,12.7,144,1,low,-11,pre,0,0.4351851851851852,1.3333333333333333,2.5833333333333335,0.5291666666666667,3.871201010907891,4.976733742420574,-0.8776944508755045,2022,1,1,4.6913478822291435,0,0.49999999999999994,0.8660254037844387,50.0,138.0,13.76,-3.0,6.0,-1.0600000000000005,3.871201010907891,4.976733742420574,-0.19541605742864038,-0.8673735536820878,-0.10410026759390596
2022-02-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,13,0,0.41,0.0,109,269,49,8.91,13.79,135,1,low,-10,pre,0,0.4495412844036697,1.238532110091743,2.467889908256881,0.5745833333333333,3.912023005428146,4.912654885736052,-0.9774396021250402,2022,2,1,4.700480365792417,0,0.8660254037844386,0.5000000000000001,47.0,144.0,12.7,2.0,-9.0,1.0899999999999999,3.912023005428146,4.912654885736052,-0.15351780725968567,-1.0936468325970878,-0.05885203391855169
